Gene,Coordinates
GDPD4,11:77216558-77301699
WFDC13,20:45702038-45708817
OR13C4,9:104526253-104527209
MROH2B,5:40998020-41071342
TEX29,13:111305838-111344248
RSAD1,17:50478860-50485974
TOR4A,9:137277726-137282641
ENO1P1,1:236483098-236484905
LRRC3C,17:39927732-39944999
MYHAS,17:10383132-10625540
RNASE13,14:21032818-21034807
IFIT1B,10:89378056-89385205
EFCAB5,17:29929903-30108452
LCE2D,1:152663380-152664659
MTLN,2:110211529-110212547
TMEM64,8:90621995-90646083
ANKFN1,17:56110935-56517016
ZNF782,9:96815628-96876698
ANKRD29,18:23598926-23662914
WFDC10A,20:45629739-45631196
RPS6KL1,14:74903951-74923282
ZNF623,8:143636019-143653730
KRTAP4-11,17:41117181-41118373
BPY2C,Y:25030901-25052104
BPY2B,Y:24618004-24639207
GUCY2GP,10:112308178-112356595
C1orf100,1:244352062-244389896
ITPRIPL1,2:96325317-96330507
TMEM167B,1:109090764-109096934
TMEM19,12:71686082-71705047
COL6A4P2,3:130212820-130273806
ARL10,5:176365474-176415096
DSCR9,21:37208503-37221736
MIR124-1HG,8:9900064-9903329
TLCD4,1:95092517-95197607
RIPOR3,20:50586108-50692004
SPATA3,2:230996121-231019938
C1orf105,1:172418560-172468829
TP53I13,17:29567180-29573157
ZNF557,19:7069703-7087968
OR1J2,9:122448953-122580427
GUSBP14,5:70127462-70290177
RCC2-AS1,1:17406761-17407382
LOC111216292,4:99435255-99435828
LOC110386949,15:51282182-51282561
LINC01475,10:99526350-99531177
PXN-AS1,12:120201291-120212828
LOC730101,6:52664401-52669153
SCARNA15,15:82755945-82756071
TMEM72,10:44911307-44937010
EOLA2,X:149924152-149938845
LINC00293,8:46840886-46855785
MBNL1-AS1,3:152262616-152269626
CXorf66,X:139955728-139965521
MPC1L,X:40623428-40624136
MYRFL,12:69824518-69959097
C7orf66,7:108883975-108884587
SATB2-AS1,2:199468098-199472758
ETFRF1,12:25195217-25205143
TRBC2,7:142801041-142802529
OR10G2,14:21633836-21634940
PPY2P,17:28247444-28248289
ZNF204P,6:27357823-27375374
NR3C1P1,16:87467136-87467670
CTNNA1P1,5:115389024-115392441
PATE2,11:125776113-125778828
ZNF454,5:178941198-178966433
ZNF660,3:44584964-44599694
CNBD1,8:86866415-87428652
ZNF558,19:8806170-8838144
SIRPD,20:1534251-1557705
TTLL2,6:167325065-167342710
PCDHG@,5:141330685-141512979
CPXCR1,X:88747225-88754781
OR8G1,11:124241095-124254364
DLEU1-AS1,13:50520933-50527449
NCK1-DT,3:136841976-136862063
PRSS42P,3:46829542-46834095
ANKRD42,11:83193712-83256099
ZSCAN23,6:28425516-28443554
FAM81B,5:95384796-95450441
WDSUB1,2:159235793-159286793
FAM78B,1:166055918-166167001
ZNF573,19:37738302-37779586
RPUSD1,16:784974-788381
LENG9,19:54461732-54463778
IGLV3-19,22:22720663-22721155
MIR1915HG,10:21492658-21497260
OR8D2,11:124319262-124320197
SUN3,7:47987148-48035899
ASPHD1,16:29900392-29920688
FAM209A,20:56524744-56533590
RNF113B,13:98175785-98177269
KTI12,1:52032103-52033810
TMEM223,11:62789971-62792006
ZSWIM5,1:45016399-45206605
VTRNA1-3,5:140726159-140726246
MROH1,8:144148016-144261938
WASH2P,2:113583653-113599037
TTTY5,Y:22296798-22298876
FAM174C,19:1275530-1279228
TRBV19,7:142619057-142619532
LOC106007491,12:63736026-63738246
FAM3D-AS1,3:58607080-58634440
MIR3194,20:51452905-51452977
NUTM2A,10:87221899-87235372
MT1IP,16:56676116-56677877
LINC01122,2:58520753-59063766
PATE4,11:125833316-125840072
BOD1L2,18:57147087-57150410
MDS2,1:23627334-23640568
OR4D6,11:59456961-59457905
PPP1R13B-DT,14:103847721-103858049
SPIN4,X:63347228-63351332
DTD2,14:31446036-31457506
ZNF696,8:143291417-143299952
PPDPF,20:63520741-63522206
OR2M4,1:248231417-248244679
LCE1D,1:152796721-152798181
C11orf53,11:111245725-111286401
ZNF718,4:124246-202306
ZDHHC24,11:66520625-66546184
SBDSP1,7:72829373-72837399
DCDC2B,1:32208813-32216192
LRP11,6:149818757-149864359
SPATA6L,9:4540643-4666674
SPAG11A,8:7847923-7863797
CLDN25,11:113779796-113780485
OR7G3,19:9126012-9126950
PRSS45P,3:46742091-46744755
BLACE,7:155356988-155367933
FAM131A,3:184335924-184346275
KRT222,17:40654665-40665177
LRRC28,15:99251449-99390729
ZNF561,19:9607326-9621249
N4BP2L1,13:32400723-32429616
ABHD13,13:108218392-108235440
DHRS4-AS1,14:23938731-23955112
ZNF275,X:153334153-153352926
GGT3P,22:18773689-18791961
LOC106020712,17:20661309-20662533
LOC106020711,17:15843747-15844894
PRR32,X:126819729-126821786
KRTAP4-8,17:41096981-41098142
SNORA81,3:186786675-186786852
SEPTIN7P2,7:45723787-45769018
SMCO3,12:14804650-14816761
OR51I2,11:5449323-5456518
OR51I1,11:5440570-5441514
FGFBP3,10:91906584-91909486
ASB14,3:57268342-57293048
RWDD2A,6:83193355-83198935
ZNF576,19:43596392-43601157
TMEM144,4:158201597-158255416
TRE-TTC3-1,1:16872583-16872654
ART2P,11:72520951-72521640
PYURF,4:88520998-88523776
MAGEA10-MAGEA5,X:152114049-152138577
MIR193BHG,16:14301381-14331062
CDKL4,2:39168045-39248835
TPRG1,3:189000779-189325304
KLHL34,X:21654690-21658330
NUDT17,1:145844985-145848954
METTL11B,1:170145959-170168866
DCAF4L2,8:87870747-87874015
PRSS58,7:142252143-142258058
CALML4,15:68190705-68206110
VTRNA3-1P,X:53462210-53462310
MIR518A1,19:53731006-53731090
DEFB124,20:31465471-31475127
CCER1,12:90952215-90955176
RBMXL3,X:115189410-115192868
GLB1L,2:219236598-219245444
PLPPR2,19:11355418-11365698
ASPHD2,22:26429260-26445015
TMEM220,17:10711084-10730023
C4orf36,4:86876205-86897256
EVA1B,1:36322030-36324154
OR4D1,17:58148384-58159585
OR10A3,11:7937171-7941708
FAM131B,7:143353400-143382304
SKP1P1,7:66422642-66423986
LINC00237,20:21087604-21106358
PRANCR,12:70222190-70243360
HTT-AS,4:3063246-3074514
CEP295NL,17:78890579-78903201
MIR181A1HG,1:198808003-198937429
MIR585,5:169263601-169263694
FAM47C,X:37008366-37011664
FRG2B,10:133623895-133626795
HEATR4,14:73478484-73558947
ZC3H6,2:112275594-112340059
TMEM179B,11:62787402-62790400
SMCO1,3:196506879-196520956
CCDC107,9:35658292-35661511
FAM76A,1:27725961-27763116
AMN1,12:31671137-31729174
ABHD16B,20:63861498-63862988
MANBAL,20:37289655-37317260
TRG-CCC1-1,1:16545939-16546009
CAMTA1-DT,1:6783892-6784980
ZNF891,12:133104779-133130274
CAHM,6:163413065-163413950
AADACL2,3:151733927-151761339
PXT1,6:36390551-36442854
NRAD1,13:44022335-44030463
GLB1L2,11:134331988-134376324
KLF3-AS1,4:38612701-38664628
LRTM1,3:54918231-54967102
DEF8,16:89948755-89968060
CRE1,5:88396337-88397591
MIR320D2,X:140926160-140926231
ZNF841,19:52050028-52095780
SSX7,X:52644061-52654900
HCG27,6:31197760-31203968
BPIFA3,20:33217310-33227806
CCDC126,7:23597382-23644708
TMEM267,5:43444252-43484658
GK3P,4:165277792-165280023
LOC108281116,20:64049516-64050624
PMF1-BGLAP,1:156212988-156243332
DLG1-AS1,3:197298247-197303751
ZDHHC11B,5:710355-784749
ZNF775,7:150379330-150398630
C5orf47,5:173989165-174007524
SHISAL1,22:44243665-44331693
ZNF556,19:2867335-2883445
IRGC,19:43716068-43720021
GTF2F2P1,4:147506089-147507227
PAX6_HS2,11:32175490-32177439
CAND1.11,11:10308313-10430673
SCARNA2,1:109100193-109100612
CRACDL,2:98793846-98936225
TOGARAM2,2:28981298-29052230
FAM98C,19:38403124-38409088
OR2B11,1:247449118-247458008
PSMG3-AS1,7:1570073-1589626
METTL26,16:634429-636364
SEL1L2,20:13848586-13995333
C9orf40,9:74946583-74952912
TRDC,14:22462932-22466577
SEMA3B-AS1,3:50266641-50267371
GHRLOS,3:10280952-10293449
CTAGE9,6:131708441-131711017
SMIM5,17:75633434-75641406
INTS6P1,5:39718786-39721510
CRPP1,1:159704950-159705596
ZNF714,19:21082203-21125094
UAP1L1,9:137077475-137084538
OR8J2,11:56210857-56211821
C2orf83,2:227610090-227633320
LRRC29,16:67207139-67227062
ZNF69,19:11887773-11980222
TRGV11,7:38291616-38292078
GLUD1P2,10:46759023-46786770
FAM78A,9:131258078-131281928
ZNF776,19:57746815-57758148
OR13C8,9:104569168-104570130
FAM43A,3:194685883-194689037
TTC32,2:19896631-19901983
RNASE11,14:20582892-20590258
PCED1B,12:47079621-47236660
SH3TC1,4:8182072-8241103
ZNF660-ZNF197,3:44584964-44648471
APOA1-AS,11:116836117-116855729
GPR1-AS,2:206203376-206266243
FAM209B,20:56527124-56555626
C9orf50,9:129612225-129622275
OR2T11,1:248623557-248635091
ZNF577,19:51804442-51887951
OR10H3,19:15737985-15742343
KIAA0087,7:26533121-26538825
ALOX12P2,17:6853576-6900349
RPS10-NUDT3,6:34287194-34426069
TMEM239,20:2815871-2820284
SNORA5C,7:45104906-45105042
ACTR3C,7:149881359-150323669
OR51M1,11:5383812-5393263
C3orf70,3:185076838-185153060
PRRT3,3:9945542-9952408
OR4C12,11:49981473-49982535
FAM151B,5:80488069-80542563
CCDC81,11:86374736-86424908
SCN1A-AS1,2:166081531-166301784
MIR4665,9:6007826-6007904
MIR23C,X:20017088-20017187
MIR1469,15:96333261-96333307
KIAA0754,1:39409073-39416482
MIR3936HG,5:132311276-132369916
CC2D2B,10:95907440-96035768
OR2F2,7:143935233-143936186
IQCF1,3:51894876-51903353
MIR5193,3:49806137-49806245
TMEM30CP,3:100185824-100194186
LCE1F,1:152775140-152777024
OXLD1,17:81665036-81666605
TMEM225,11:123882920-123885923
CCDC185,1:223393415-223395465
LYPD4,19:41833686-41845204
ZSWIM3,20:45857614-45879122
RINL,19:38867825-38878275
MAFG-DT,17:81927829-81930753
ATP6AP1L,5:82278447-82319932
KRTAP3-3,17:40993430-40994164
PMS2P2,7:75343937-75358997
LINC00173,12:116533422-116536513
TCF24,8:66946501-66962592
MIR514A1,X:147279247-147279344
CD99P1,X:2609265-2657229
CD99P1,Y:2609265-2657229
LINC02245,2:64901840-64932447
IGHV1OR21-1,21:10649390-10649835
KLHL28,14:44924324-44961978
OR7A17,19:14878203-14886132
LOC111216290,4:99088718-99089986
LOC109286556,12:114684177-114684686
LOC109245078,11:69704095-69706292
NOTCH2NLR,1:120723939-120793889
DARS1-AS1,2:135985176-136007542
CASC17,17:71097774-71202179
PEG3-AS1,19:56812480-56813793
ZNF726,19:23914886-23944714
OR51B6,11:5351508-5352446
ZNF808,19:52512747-52564464
CASTOR3,7:100200653-100272232
TIGD4,4:152768716-152779778
TCEAL6,X:102138502-102142481
LOC157273,8:9325051-9335080
ZNF625,19:12144890-12156734
EFCAB12,3:129401321-129428636
SLC35F5,2:113702677-113756642
TTC22,1:54779696-54802379
GAGE12F,X:49560808-49568208
LRRC24,8:144522388-144527033
GLIDR,9:39803496-39810159
RN7SL3,14:49853616-49853914
CATIP,2:218356757-218368393
C17orf78,17:37375332-37392708
CCDC96,4:7040849-7043001
TMEM218,11:125094389-125111759
ERICH5,8:98064568-98093609
SLC5A9,1:48221113-48248644
KRTAP4-1,17:41184100-41184911
PCDHB@,5:141051394-141248234
PAUPAR,11:31826567-31829303
AKR1B1P3,11:16483362-16484709
HIGD1C,12:50936111-50972592
OR6C1,12:55320600-55321538
GPR152,11:67451301-67452729
LRRC10B,11:61508749-61511018
LYSMD4,15:99714798-99733458
LRRIQ1,12:85036351-85273060
FAM219B,15:74899174-74907228
GDI2P1,7:48901756-48904003
BNC2-AS1,9:16726814-16727524
TFAP2A-AS2,6:10404502-10407927
LOC108281110,2:113278394-113279523
CPNE8-AS1,12:38905683-38909592
NRIR,2:6828554-6840464
WWOX-AS1,16:78230135-78242608
RHOXF1P1,X:120010717-120015551
LINC01150,11:1896759-1908359
LINC01939,2:900216-905451
PRRT3-AS1,3:9947404-9954787
MAP3K2-DT,2:127387077-127406167
DAPK1-IT1,9:87553454-87554459
LINC01082,16:86196181-86199720
MIR1972-1,16:15010321-15010397
VIM2P,6:126602355-126603651
C4orf51,4:145680100-145792401
CHEK2P2,15:20282744-20291558
SMPD5,8:144049398-144050059
FAM99A,11:1665599-1667856
ZIK1,19:57583642-57593890
EIF4E1B,5:176630675-176646644
TLCD5,11:120325299-120333686
CCDC171,9:15552874-16062431
EFHB,3:19879472-19947514
PAEPP1,9:135588006-135591893
GINM1,6:149566375-149591748
SYDE2,1:85156381-85201725
IGKV7-3,2:88915080-88915678
RPL21P1,12:122364742-122365674
HSPA8P1,X:121202843-121205092
HPRT1P2,5:30248374-30249481
MIR1976,1:26554542-26554593
S100A7L2,1:153438188-153438347
C1orf53,1:197902630-197907362
TEX36,10:125576522-125683163
SKIDA1,10:21510754-21525682
CCDC144NL,17:20863395-20896163
YIPF7,4:44619578-44656868
PROSER3,19:35758146-35771166
C20orf141,20:2814987-2815830
TMEM169,2:216081919-216102783
DRICH1,22:23580872-23637732
SNORD26,11:62855292-62855366
MIR7977,3:176515103-176515151
BCL2L2-PABPN1,14:23306833-23326163
IGHV1OR15-1,15:22160289-22160930
ZNF773,19:57499938-57518437
HLA-T,6:29896443-29898947
NIM1K,5:43192225-43280850
OR52M1,11:4545191-4546144
TMEM44,3:194587678-194633819
ZNF585B,19:37181579-37210536
MS4A14,11:60396459-60417756
IGKV1-12,2:89040224-89040698
TRGV1,7:38367586-38368055
OR2C1,16:3355889-3357306
DTX2P1-UPK3BP1-PMS2P11,7:76980822-77023761
SAMD5,6:147508690-147948291
OR5AR1,11:56663686-56664618
ZNF564,19:12525373-12551482
SCP2D1,20:18813783-18814378
TMEM178A,2:39646748-39736429
ZIM3,19:57134096-57145202
TMEM60,7:77793728-77798434
ZBTB45,19:58513530-58542718
PLEKHH1,14:67533155-67589766
C14orf119,14:23095505-23100456
FAM184B,4:17629306-17781621
OR10G3,14:21568520-21580076
LOC105980008,5:178018187-178021176
CPHXL,16:75714131-75726490
LIFR-AS1,5:38556786-38671216
PRAMEF19,1:13368441-13372469
OR7A10,19:14840466-14848922
ECT2L,6:138796087-138904070
TMEM190,19:55376126-55378246
HSD3BP4,1:119563880-119572576
POLR2J4,7:43940895-44019194
SNORD24,9:133349396-133349470
VWFP1,22:16690097-16704461
LOC106007490,12:63540986-63543198
FOXP4-AS1,6:41523895-41548621
MIR4521,17:8186945-8187004
KRBOX1,3:42936386-42942792
PROX1-AS1,1:213819641-213986153
MSLNL,16:769428-781996
C4orf50,4:5897591-6018762
FAM153A,5:177694247-177783518
OR10A4,11:6876625-6877619
ARHGAP27P1,17:64778139-64781504
IDI2-AS1,10:1022637-1044201
ZNF777,7:149431363-149461062
LOC111413032,15:89809323-89809467
NPIPB5,16:22506783-22536535
KC6,18:41480271-41520677
POTEM,14:18967434-19003752
C5orf64,5:61637760-61730997
RBBP8NL,20:62410237-62427539
ST7-OT3,7:117182681-117209937
LILRP2,19:54707916-54713452
IGKV2D-29,2:89947542-89948271
RNU12-2P,X:47132672-47132824
MMP24-AS1-EDEM2,20:35115364-35278122
LUADT1,6:147158925-147180992
MIR4697,11:133898504-133898581
MIR514B,X:147250151-147250230
LINC00163,21:44989864-44994086
SCARNA17,18:49814023-49814443
TMEM215,9:32783499-32789201
ZNF793,19:37506939-37543337
ZNF546,19:39997060-40021038
LSMEM2,3:50277907-50288116
WDR64,1:241652278-241802777
ZNF551,19:57681977-57690648
IGHV3-13,14:106129540-106129992
SNORD21,1:92837289-92837383
ACTBP2,5:77784803-77786597
DEFT1P2,8:7006281-7008824
RPEL1,10:103245887-103248016
PMS2CL,7:6735305-6751601
FAM228B,2:24076833-24169638
MYADML2,17:81939645-81947233
FAM162B,6:116752197-116765719
ZNF550,19:57541836-57561512
TRIM16L,17:18697998-18736119
C5orf49,5:7830378-7851133
DBX1,11:20156155-20160475
ZNF616,19:52113091-52139938
OR2C3,1:247530132-247533839
FAM214A,15:52581321-52709815
TMEM255A,X:120250984-120311536
MIR941-1,20:63919449-63919520
NOTO,2:73202574-73212513
ZNF563,19:12317477-12347390
FAM217B,20:59933769-59948680
C11orf71,11:114391443-114400511
LOC108281115,9:137839731-137842401
LOC108281114,9:137287226-137293334
LOC108281113,9:137500382-137505297
MIR4423,1:85133794-85133873
ARPC4-TTLL3,3:9792548-9836356
FRG2C,3:75646761-75667217
SBK2,19:55528611-55537174
TRIM49C,11:90031106-90073546
OR4C45,11:50032874-50033794
OR2A7,7:144257663-144264792
XKR9,8:70669339-71066635
ZKSCAN2,16:25236001-25257937
SNORD8,14:21397293-21397401
VN1R3,16:31807585-31808853
STPG4,2:47086991-47155308
ZNF620,3:40502604-40518736
C8orf74,8:10672628-10700593
TEX44,2:231592864-231594276
KLHDC7A,1:18480930-18485974
OR4D2,17:58166982-58171116
LCAL1,6:79307669-79313384
ZFP14,19:36334453-36379201
ZNF771,16:30407606-30419414
LINC01426,21:34745825-34784886
FAM156B,X:52891592-52908560
OR52D1,11:5488685-5489749
LYSMD1,1:151148496-151165902
FAM185A,7:102748999-102850723
ARMC12,6:35733726-35749079
ZNF721,4:439988-499156
C2orf15,2:99141707-99151669
TEX30,13:102765888-102773792
ZNF845,19:53333749-53356906
OR11A1,6:29425504-29432072
OR8B8,11:124437445-124445696
MRE11P1,3:156111240-156114445
CHROMR,2:178413659-178440243
MIR548AC,1:116560024-116560111
MTRNR2L2,5:80650000-80651008
MIR513B,X:147199044-147199127
MIR631,15:75353611-75353685
MIR568,3:114316475-114316569
SCARNA12,12:6967337-6967606
GAGE13,X:49331603-49338952
FAM174B,15:92617447-92734219
SOGA3,6:127438406-127519024
GPR137C,14:52552836-52637713
TATDN3,1:212791833-212816830
C16orf78,16:49373804-49399431
SMIM8,6:87322588-87342329
C2orf42,2:70149885-70191026
ZBTB39,12:56998836-57006546
MIR3074,9:95086014-95086094
MIR1233-1,15:34382069-34382150
C17orf99,17:78146035-78166297
FAM166A,9:137243585-137251313
KRTAP12-4,21:44654213-44654659
C8orf48,8:13566869-13568288
ERICH1,8:614742-731224
C16orf46,16:81053497-81077254
AGAP11,10:86970336-87010226
LRRC4B,19:50516892-50568435
PLEKHH3,17:42667914-42677045
ZNF285,19:44382298-44401608
LOC107963950,5:42422722-42425061
MIR3175,15:92904399-92904475
MIR1827,12:100189884-100189949
HSD17B1P1,17:42546753-42548975
IER5L,9:129175552-129178261
MROH2A,2:233774022-233833423
C20orf197,20:60055925-60072953
LINC01619,12:91984976-92142831
ANKRD10,13:110878540-110915071
CNPPD1,2:219171897-219179272
LOC109280161,17:61398800-61400060
MIR764,X:114639435-114639519
SYCE1L,16:77199408-77213215
VSTM2B,19:29525418-29564555
ZNF680,7:64500253-64563135
SIGLECL1,19:51246332-51269330
ANTXRL,10:46286997-46330419
GLRXP1,20:37602353-37603249
ROPN1B,3:125969161-125983454
CCDC105,19:15010726-15023276
OR51B4,11:5301014-5301946
DENND11,7:141652381-141702188
MASCRNA,11:65506117-65506174
DINOL,6:36677609-36678559
MIR5702,2:226658710-226658793
LMCD1-AS1,3:8221147-8501658
SNORA3B,11:8685439-8685569
ARRDC5,19:4867614-4915469
NPSR1-AS1,7:34346512-34834331
PCNAP1,4:99160593-99161647
TBC1D26,17:15732277-15744784
OR2A12,7:144086278-144098953
FAM133A,X:93673716-93712265
OR8B4,11:124423942-124424871
OR6Q1,11:58030953-58031906
C1orf216,1:35713877-35718884
OR4X2,11:48245104-48246015
KRTAP9-3,17:41232449-41233454
IGKV2-30,2:89244781-89245566
CHURC1-FNTB,14:64914361-65062655
DANT2,X:115840396-115969111
FIGNL2,12:51817892-51848718
PLA2G2C,1:20163055-20186518
OR6M1,11:123805408-123806349
TTC6,14:37593159-37842717
ZNF789,7:99472819-99487605
FAM169B,15:98437162-98514336
ZNF497,19:58354357-58362751
MIR1-1HG,20:62550453-62570764
OR10P1,12:55636892-55637833
RPL38P1,3:148695955-148696248
PCSEAT,21:41580475-41582887
CBSL,21:6444868-6468621
PPT2-EGFL8,6:32153999-32168285
SPATA1,1:84506301-84556495
C9orf92,9:16203935-16276313
PRR20E,13:57167197-57170218
C15orf62,15:40769980-40772449
AARD,8:116938207-116944487
MIR2052HG,8:74599866-74758352
HNRNPCL2,1:13115488-13116854
LSMEM1,7:112479542-112491062
ZMYND12,1:42430329-42456022
IGLV2-8,22:22822821-22823289
SNORD28,11:62854621-62854695
SNORD31,11:62853326-62853393
SNORD29,11:62853904-62853968
CFAP73,12:113149162-113159276
DCAF4L1,4:41981756-41986465
PDZD9,16:21957540-22001136
ABHD12B,14:50872053-50904970
SFT2D1,6:166319728-166342545
FAM117A,17:49710329-49764131
UGT1A2P,2:233747139-233748540
FOXB1,15:60004311-60007444
OR2T1,1:248405995-248407104
LINC01081,16:86225580-86286247
MIR1245A,2:188978092-188978161
FAM221B,9:35816391-35829148
CCDC9B,15:40331452-40340967
RFESD,5:95646777-95658082
SAMD13,1:84298538-84350798
POU5F2,5:93733220-93741600
ZNF700,19:11925107-11950763
PRAMEF1,1:12791397-12796628
WSCD1,17:6069116-6124427
LOC110599586,17:78114491-78116477
CT45A10,X:135881065-135893444
LINC00210,1:217892900-217920804
MIR2392,14:100814491-100814574
MIR4276,4:174423795-174423864
MIR4288,8:28505116-28505182
MIR548G,4:147344629-147344717
MSTO2P,1:155745768-155750688
GDPGP1,15:90234209-90245811
OR52I1,11:4594039-4595013
ZNF485,10:43606438-43620173
FAM153B,5:176063055-176127142
OR10X1,1:158578919-158579899
KRTAP2-4,17:41065116-41065879
C3orf36,3:133928145-133929812
EFCC1,3:129001304-129040742
IGKV1D-17,2:90082816-90083291
SNORD126,14:20326441-20326539
MIR587,6:106784125-106784220
NCMAP,1:24556087-24609328
OR52K1,11:4482646-4493497
ZSWIM9,19:48170662-48197621
CENPBD1,16:89969791-89972496
LRRC46,17:47831670-47837719
MAGIX,X:49162843-49168157
KCTD14,11:78015715-78046191
PCAT7,9:94555045-94568756
MIR4496,12:108635810-108635870
GIMAP1-GIMAP5,7:150716613-150743646
MIR3200,22:30731557-30731641
MIR550A2,7:32732981-32733077
CBWD6,9:41131309-41198865
UBAP1L,15:65083036-65115200
IQCF2,3:51861615-51863424
ZNF662,3:42906142-42919334
CFAP161,15:81099408-81149179
MBLAC2,5:90458209-90474771
TEX55,3:119146165-119151456
