Gene,Coordinates
FMO8P,1:166535415-166549948
FMO9P,1:166573153-166594475
FMO10P,1:166618387-166668597
RPL4P2,1:166716560-166717986
FMO11P,1:166736807-166762004
CNN2P10,1:166765482-166766575
POGK,1:166808712-166825596
TADA1,1:166825747-166845501
DUTP6,1:166837971-166838444
ILDR2,1:166877424-166944777
MAEL,1:166944819-166991451
RNA5SP65,1:166975196-166975314
GPA33,1:167022073-167059614
STYXL2,1:167063312-167098402
RPS17P6,1:167131617-167132099
LINC01363,1:167144599-167165042
POU2F1,1:167190122-167396582
CD247,1:167399877-167487766
AKR1D1P1,1:167488785-167505324
CREG1,1:167510250-167522999
RPS18P4,1:167560586-167561113
RCSD1,1:167599469-167677933
TRP-CGG1-1,1:167683962-167684033
TRP-AGG2-1,1:167684725-167684796
MPZL1,1:167691219-167761156
ADCY10,1:167778623-167883372
MPC2,1:167885913-167906310
DCAF6,1:167905477-168045081
MIR1255B2,1:167967898-167967964
GCSHP5,1:168024597-168025731
GPR161,1:168048780-168106905
TIPRL,1:168148200-168171347
RPL34P1,1:168179804-168180221
SFT2D2,1:168195242-168222259
ANKRD36BP1,1:168214803-168216668
RNU6-1310P,1:168232613-168232719
TBX19,1:168250115-168283664
LOC441914,1:168338216-168338413
MIR557,1:168344762-168344859
LOC100505918,1:168369426-168391894
QRSL1P1,1:168418914-168420553
LOC101928565,1:168433352-168464882
XCL2,1:168510006-168513235
RPL7AP19,1:168511944-168512594
XCL1,1:168545843-168551307
RPL7AP21,1:168547839-168548701
DPT,1:168664706-168698444
LINC00626,1:168756179-168762126
SUMO1P2,1:168867335-168868282
LINC00970,1:168873143-169056243
RPL29P7,1:168907655-168908282
RNA5SP66,1:169036502-169036602
LOC101928596,1:169073362-169074145
ATP1B1,1:169075928-169101957
NME7,1:169101769-169337035
BLZF1,1:169337433-169365813
CCDC181,1:169364108-169429907
SLC19A2,1:169433147-169455208
F5,1:169481189-169555719
SELP,1:169558087-169599362
SELL,1:169659808-169680761
SELE,1:169691781-169703220
METTL18,1:169761670-169764048
C1orf112,1:169763871-169823221
SCYL3,1:169818772-169863037
RN7SL333P,1:169828897-169829193
KIFAP3,1:169890470-170043836
RN7SL269P,1:169927083-169927387
MRPS10P1,1:169959216-169959346
SIGLEC30P,1:170084723-170085534
METTL11B,1:170115100-170138007
MIR3119-2,1:170120519-170120603
MIR3119-1,1:170120519-170120603
LINC01681,1:170143520-170210711
ISCUP1,1:170180151-170180538
LINC01142,1:170240546-170253349
HAUS4P1,1:170338063-170339510
GORAB-AS1,1:170430458-170501750
GORAB,1:170501307-170522975
PRRX1,1:170633272-170708562
MROH9,1:170904675-171033906
LOC646804,1:171052706-171054543
FMO3,1:171060046-171086959
MIR1295A,1:171070869-171070947
MIR1295B,1:171070880-171070939
FMO6P,1:171106879-171130702
FMO2,1:171154347-171181825
FMO1,1:171217633-171255117
HMGB1P11,1:171240102-171240727
FMO4,1:171283322-171311223
TOP1P1,1:171308035-171310465
SRP14P4,1:171314244-171314446
GM2AP2,1:171361387-171361930
RNU6-290P,1:171387783-171387889
CYCSP53,1:171413823-171414102
PRRC2C,1:171454669-171562650
RN7SL425P,1:171461550-171461843
MYOCOS,1:171588903-171596028
MYOC,1:171604557-171621828
PFN1P1,1:171639414-171640228
RPL4P3,1:171652204-171653632
VAMP4,1:171669300-171711205
LOC100422548,1:171720576-171721168
LOC100422549,1:171724943-171725563
LOC391136,1:171731134-171732287
EEF1AKNMT,1:171750800-171766856
RPS15P3,1:171771113-171783110
RPLP1P3,1:171793740-171794150
DNM3,1:171810638-172387606
DNM3-IT1,1:171833332-171833827
DNM3OS,1:172106019-172113975
MIR214,1:172107938-172108047
MIR3120,1:172107948-172108028
MIR199A2,1:172113675-172113784
RNU6-157P,1:172335680-172335786
C1orf105,1:172389825-172437969
PIGC,1:172410597-172413209
SUCO,1:172501489-172580973
RNU6-693P,1:172582568-172582674
FASLG,1:172628243-172636016
SLC25A38P1,1:172717392-172719311
AIMP1P2,1:172855006-172855398
TNFSF18,1:173008342-173020081
GOT2P2,1:173109643-173111511
TNFSF4,1:173152870-173176470
LOC100506023,1:173204199-173446294
RPL26P11,1:173320831-173321192
LOC646870,1:173331517-173333030
PRDX6-AS1,1:173386928-173430501
PRDX6,1:173446474-173457954
SLC9C2,1:173469599-173572211
ANKRD45,1:173577475-173638990
TEX50,1:173604477-173606269
KLHL20,1:173684120-173755830
RPS27P7,1:173710781-173711126
RN7SKP160,1:173760687-173761025
CENPL,1:173768688-173794021
DARS2,1:173793811-173827684
GAS5-AS1,1:173832386-173833079
GAS5,1:173833037-173838020
SNORD81,1:173833284-173833360
SNORD47,1:173833507-173833583
SNORD80,1:173833971-173834041
SNORD79,1:173834488-173834568
SNORD78,1:173834760-173834824
SNORD44,1:173835106-173835166
SNORA103,1:173835343-173835428
SNORD77,1:173835439-173835508
SNORD76,1:173835773-173835853
SNORD75,1:173836017-173836076
SNORD74,1:173836812-173836883
ZBTB37,1:173837220-173872685
SERPINC1,1:173872938-173886465
RNA5SP67,1:173890208-173890338
RC3H1,1:173900222-173991495
RNA5SP68,1:173938456-173938574
RPL30P1,1:174059272-174059610
RNU7-78P,1:174064381-174064436
RABGAP1L-DT,1:174090776-174128425
RABGAP1L,1:174128658-174964445
LOC100302291,1:174329615-174337103
GPR52,1:174417102-174418683
BANF1P4,1:174725616-174726341
NDUFAF4P4,1:174818612-174819379
RPS26P12,1:174891238-174891571
RABGAP1L-AS1,1:174904084-174923398
RNU6-307P,1:174965661-174965766
CACYBP,1:174968571-174981163
MRPS14,1:174982094-174992561
ENTR1P2,1:175013565-175014984
TNN,1:175036969-175117211
KIAA0040,1:175126122-175162123
RPS29P4,1:175266216-175266377
TNR,1:175284330-175712731
LINC01657,1:175846479-175849600
RPS29P5,1:175891080-175891367
COP1,1:175913967-176176422
MIR1843,1:175937506-175937615
SCARNA3,1:175937533-175937676
RPL13P7,1:176200320-176200966
RNU2-12P,1:176212998-176213165
LOC100129734,1:176241600-176242394
MORF4L1P7,1:176336842-176337771
PAPPA2,1:176432311-176814737
PTP4A1P7,1:176585210-176586119
ASTN1,1:176826457-177133848
MIR488,1:176998499-176998581
BRINP2,1:177140094-177251558
LINC01645,1:177320722-177335594
LINC01741,1:177669659-177679465
CRYZL2P-SEC16B,1:177897923-178007111
SEC16B,1:177897923-177953419
CRYZL2P,1:177975271-178007142
RASAL2-AS1,1:178060643-178063128
RASAL2,1:178063239-178447985
RPS14P2,1:178380719-178381198
TEX35,1:178482244-178492645
C1orf220,1:178511931-178518024
RNA5SP69,1:178530048-178530164
MIR4424,1:178646884-178646969
TRUND-NNN7-1,1:178678038-178678110
RALGPS2,1:178694379-178890975
PTPN2P1,1:178715479-178716965
ANGPTL1,1:178818670-178840212
FAM20B,1:178994939-179045702
RPS26P16,1:179004373-179004813
TOR3A,1:179051205-179065131
ABL2,1:179068465-179198812
SETP10,1:179152909-179154001
EIF4A1P11,1:179170836-179171210
LOC100499223,1:179189615-179191369
COX5BP8,1:179224868-179225216
RPL39P11,1:179240062-179240417
SOAT1,1:179262932-179327815
LOC100420262,1:179275974-179276553
AXDND1,1:179335106-179523870
MEF2AP1,1:179416919-179417773
HNRNPA1P54,1:179425055-179426533
NPHS2,1:179519674-179545083
RNU5F-2P,1:179545403-179545484
LOC126860,1:179555640-179556809
TDRD5,1:179560748-179660407
FAM163A,1:179696911-179785333
MIR12116,1:179773059-179773160
TOR1AIP2,1:179809111-179846938
TOR1AIP1,1:179851420-179889211
RN7SL230P,1:179869397-179869699
CEP350,1:179923945-180084010
RPSAP16,1:179937730-179938716
RPS24P5,1:179969573-179969974
QSOX1,1:180124004-180173165
LHX4,1:180199399-180248119
LHX4-AS1,1:180238798-180243816
ACBD6,1:180257365-180471712
VDAC1P4,1:180403931-180405937
MIR3121,1:180407449-180407525
OVAAL,1:180528110-180535654
XPR1,1:180601158-180859415
KIAA1614,1:180882033-180920750
KIAA1614-AS1,1:180918826-180924023
MR1P1,1:180933652-180938498
STX6,1:180941861-180992006
MR1,1:181002523-181031074
IER5,1:181057836-181062036
LINC01732,1:181143620-181151344
LINC01699,1:181205524-181207740
CACNA1E,1:181452653-181777219
RNA5SP70,1:181740702-181740780
RN7SKP229,1:181808674-181808909
ZNF648,1:182023705-182030847
YPEL5P1,1:182151173-182152268
LINC01344,1:182173080-182283196
RNU6-152P,1:182296203-182296309
RPL18P2,1:182297593-182298193
EIF1P3,1:182304993-182305649
GLUL,1:182347233-182360925
TEDDM1,1:182367252-182369802
LINC00272,1:182376756-182383948
TEDDM2P,1:182410832-182411586
RGSL1,1:182419281-182529732
RNASEL,1:182542769-182558391
RGS16,1:182567758-182573524
LINC01686,1:182584275-182585764
RGS8,1:182610953-182721511
LINC01688,1:182681997-182683679
LOC100421471,1:182703364-182703886
NPL,1:182758908-182799519
LOC647070,1:182802807-182808726
DHX9,1:182808482-182857117
SHCBP1L,1:182869000-182922301
HMGN1P4,1:182910441-182911657
RNA5SP71,1:182913500-182913625
LOC100271717,1:182924325-182924933
KRT18P28,1:182928154-182929547
RNU6-41P,1:182951348-182951453
LAMC1,1:182992555-183114727
LAMC1-AS1,1:183107537-183110405
LAMC2,1:183155399-183214262
NMNAT2,1:183217372-183387515
RPS3AP8,1:183235635-183236406
SMG7-AS1,1:183430009-183441117
SMG7,1:183441634-183523326
NCF2,1:183524697-183560049
LOC100526839,1:183556743-183557459
ARPC5,1:183589981-183604918
RGL1,1:183605244-183897666
APOBEC4,1:183615410-183622451
LOC100420254,1:183678446-183679450
COLGALT2,1:183898796-184006862
TSEN15,1:184020864-184066619
RN7SL654P,1:184304792-184305083
C1orf21,1:184356163-184598153
LOC100129573,1:184535621-184536992
EDEM3,1:184659371-184723992
NIBAN1,1:184760166-184943640
RNU7-13P,1:184790564-184790623
LINC01633,1:184970659-184977810
RNA5SP72,1:184984083-184984199
RNF2,1:185014690-185071735
FTH1P25,1:185040697-185041167
TRMT1L,1:185087233-185126230
SWT1,1:185126192-185260913
RPL22P24,1:185140171-185140864
RPL5P5,1:185195879-185196904
LOC100422414,1:185250424-185251245
IVNS1ABP,1:185265520-185286375
GS1-279B7.1,1:185292978-185304171
RNU7-183P,1:185403376-185403437
MCRIP2P2,1:185404971-185405179
LINC01350,1:185527511-185597620
HMCN1,1:185703523-186160081
PRG4,1:186265405-186283699
TPR,1:186280784-186344385
RNU6-1240P,1:186280969-186281060
ODR4,1:186344970-186390507
PDC-AS1,1:186404293-186439423
PDC,1:186412698-186430246
LOC100131939,1:186549756-186550326
PTGS2,1:186640923-186649555
PACERR,1:186649786-186650578
PLA2G4A,1:186798081-186958113
LINC01036,1:187061974-187329376
LINC01037,1:187412760-187446354
FDPSP1,1:187532159-187533307
LOC100967224,1:187601284-187604163
SLC4A1APP2,1:187675684-187677613
LOC100129274,1:187683330-187684453
RN7SKP156,1:188124970-188125311
LOC100421343,1:188211218-188211836
LOC100533732,1:188639833-188640890
RPS3AP9,1:188663426-188664286
CLPTM1LP1,1:189005092-189005575
GAPDHP75,1:189101682-189102420
RNA5SP73,1:189635279-189635386
LOC647132,1:189958666-189962333
BRINP3,1:190066788-190446994
LINC01351,1:190447390-190450524
LINC01720,1:190594020-190770788
HNRNPA1P46,1:191114753-191116151
LINC01680,1:191190289-191197628
RGS18,1:192127592-192154945
LOC647150,1:192215639-192216625
RGS21,1:192286122-192336415
RGS1,1:192544903-192549154
RGS13,1:192605277-192629441
RPS27AP5,1:192685265-192685813
MIR4426,1:192685458-192685520
LOC100130137,1:192769702-192770303
RGS2,1:192778169-192781405
RN7SKP126,1:192844816-192845115
RGS2-AS1,1:192904874-192917387
ZNF101P2,1:192962553-192963930
UCHL5,1:192981384-193029206
SCARNA18B,1:193026411-193026545
RO60,1:193028742-193060907
GLRX2,1:193065595-193075244
CDC73,1:193091161-193223945
MIR1278,1:193105633-193105713
B3GALT2,1:193147860-193155743
LINC01031,1:193273875-193335083
RPL23AP22,1:193725944-193726407
EEF1A1P14,1:194158034-194159699
RNU6-983P,1:194457233-194457335
LINC01724,1:196014010-196057845
KCNT2,1:196194909-196577570
MIR4735,1:196551543-196551611
CFH,1:196621173-196716634
CFHR3,1:196743970-196764537
CFHR1,1:196788861-196801319
CFHR4,1:196857182-196887763
CFHR2,1:196912868-196928752
CFHR5,1:196946686-196978808
F13B,1:197007871-197036390
ASPM,1:197053257-197115799
SEPTIN14P12,1:197107678-197108437
ZBTB41,1:197122812-197170423
CRB1,1:197170634-197447585
LOC127011,1:197191256-197192670
MRPS21P3,1:197332914-197333342
DENND1B,1:197473878-197744610
EEF1A1P32,1:197657823-197659978
RPL24P5,1:197704734-197705279
FAM204BP,1:197715685-197716633
C1orf53,1:197871760-197876492
LHX9,1:197881594-197904608
NEK7,1:198126128-198291550
PRR13P1,1:198166716-198167371
ATP6V1G3,1:198492352-198510075
PTPRC,1:198608170-198726605
PEBP1P3,1:198647467-198649254
MIR181A1HG,1:198777132-198906558
MIR181B1,1:198828002-198828111
MIR181A1,1:198828173-198828282
RPS2P9,1:198918276-198918971
LINC01222,1:198961718-198988093
LINC01221,1:198985262-199045864
LINC02789,1:199117726-199362435
RPL23AP16,1:199340984-199341418
LOC100421840,1:199356269-199357597
RNU6-778P,1:199857287-199857389
LOC100422076,1:199878038-199878976
RNU6-716P,1:199977633-199977735
RNU6-609P,1:199983817-199983923
NR5A2,1:199996838-200146543
RNU6-570P,1:200023189-200023293
LOC100420255,1:200116659-200117607
CCNQP1,1:200182660-200183890
LINC00862,1:200311672-200342920
ZNF281,1:200374079-200379164
KIF14,1:200520625-200589879
DDX59,1:200609933-200639035
DDX59-AS1,1:200638635-200663378
CAMSAP2,1:200708700-200829832
RPL34P6,1:200832902-200833328
GPR25,1:200842109-200843306
INAVA,1:200860659-200884870
MROH3P,1:200898072-200935796
RNU6-704P,1:200902473-200902575
KIF21B,1:200938518-200992842
CACNA1S,1:201008640-201081554
ASCL5,1:201083071-201096312
TMEM9,1:201103900-201140686
IGFN1,1:201159952-201198080
PKP1,1:201252634-201302117
TNNT2,1:201328142-201346808
LAD1,1:201349961-201368452
TNNI1,1:201372912-201390858
PHLDA3,1:201433406-201438316
CSRP1,1:201452658-201476251
LOC107985246,1:201476341-201503912
RPS10P7,1:201489032-201489730
NAV1,1:201617450-201796102
IPO9-AS1,1:201657384-201798687
MIR5191,1:201688636-201688755
RNU6-501P,1:201702534-201702633
MIR1231,1:201777739-201777830
IPO9,1:201798285-201853419
MIR6739,1:201832501-201832575
SHISA4,1:201857805-201861715
LMOD1,1:201865584-201915676
TIMM17A,1:201924631-201939792
SNORA70H,1:201947589-201947723
RPL10P4,1:201947779-201948139
RNPEP,1:201951776-201975271
ELF3-AS1,1:201969179-201979481
MIR6740,1:201972252-201972364
ELF3,1:201979715-201986311
CRIP1P3,1:202065887-202066106
GPR37L1,1:202092045-202102720
ARL8A,1:202102532-202113865
PTPN7,1:202116141-202130716
PTPRVP,1:202137179-202158577
LGR6,1:202162927-202288889
UBE2T,1:202300785-202311064
PPP1R12B,1:202317827-202561830
CYCSP4,1:202338456-202338930
RNU6-89P,1:202379236-202379335
LOC100420423,1:202407456-202408893
RPS27P8,1:202440934-202441278
SYT2,1:202559724-202679582
KDM5B,1:202693623-202778598
LOC100506672,1:202736231-202736660
SLC25A39P1,1:202765080-202766419
PCAT6,1:202780074-202781041
MGAT4EP,1:202789385-202796353
TUBA5P,1:202824671-202825287
ACTG1P25,1:202830882-202844369
RABIF,1:202847410-202858277
KLHL12,1:202860248-202897727
HNRNPA1P59,1:202880879-202882056
ADIPOR1,1:202909953-202927700
CYB5R1,1:202931001-202936385
MGAT4FP,1:202955580-202976393
RPS20P8,1:202969183-202969467
TMEM183A,1:202976502-202993976
PPFIA4,1:202995619-203047864
MYOG,1:203052257-203055140
MYOPARR,1:203052923-203057468
ADORA1,1:203096854-203136533
MYBPH,1:203136939-203144954
CHI3L1,1:203148059-203155832
CHIT1,1:203185207-203198801
NPM1P40,1:203224866-203225605
LINC01353,1:203256280-203257926
LINC01136,1:203267886-203274453
BTG2,1:203274647-203278730
RNU6-487P,1:203288125-203288226
FMOD,1:203309756-203320250
LOC100131747,1:203322411-203322911
LARP7P1,1:203369394-203369709
PRELP,1:203444934-203460480
OPTC,1:203463281-203478077
ATP2B4,1:203595960-203713209
NSA2P1,1:203626353-203626988
SNORA77,1:203698709-203698833
LINC00260,1:203699705-203700981
LAX1,1:203734311-203745500
ZC3H11A,1:203764751-203823252
ZBED6,1:203766651-203770202
LOC100420338,1:203774560-203775420
RPL35AP5,1:203804630-203805111
SNRPE,1:203830727-203840280
KRT8P29,1:203842264-203843391
HSPE1P6,1:203872729-203873189
CBX1P3,1:203923526-203927157
LINC00303,1:204001575-204010392
SOX13,1:204042243-204096871
ETNK2,1:204100190-204121172
ERLNC1,1:204110536-204112137
REN,1:204123947-204135465
KISS1,1:204159469-204165619
GOLT1A,1:204167291-204183116
LOC100420418,1:204175231-204176417
PLEKHA6,1:204187981-204329057
RPL21P19,1:204315885-204316426
LINC00628,1:204337558-204338847
PPP1R15B,1:204372509-204380945
PIK3C2B,1:204391761-204463933
TRK-TTT3-1,1:204475655-204475727
TRK-TTT3-2,1:204476158-204476230
MDM4,1:204485534-204527248
LOC100291628,1:204497221-204498835
RNA5SP74,1:204531541-204531649
LRRN2,1:204586298-204654866
RNA5SP75,1:204676448-204676558
NFASC,1:204797780-204991950
RPL13AP11,1:204915696-204916322
CNTN2,1:205012077-205047417
TMEM81,1:205052257-205053588
RBBP5,1:205055270-205091106
GYG2P2,1:205060291-205061158
DSTYK,1:205111633-205180830
RPL17P8,1:205171299-205171899
TMCC2,1:205197074-205242471
NUAK2,1:205271191-205290873
KLHDC8A,1:205305189-205326167
SNRPGP10,1:205320349-205320735
LEMD1-AS1,1:205342380-205356568
LEMD1,1:205350506-205391184
BLACAT1,1:205404014-205425214
MIR135B,1:205417430-205417526
LEMD1-DT,1:205425186-205438152
TRK-TTT8-1,1:205443271-205443343
CDK18,1:205473797-205501918
MFSD4A-AS1,1:205523400-205538433
RNU2-19P,1:205535844-205535927
MFSD4A,1:205538142-205572046
RNU6-418P,1:205564169-205564275
ELK4,1:205577071-205602000
LOC100420878,1:205594513-205595478
SLC45A3,1:205626979-205649637
NUCKS1,1:205681950-205719310
RAB29,1:205737114-205744610
SLC41A1,1:205758223-205782326
PM20D1,1:205797153-205819260
LOC284581,1:205831207-205865215
SLC26A9,1:205882180-205912584
SRGAP2B,1:206100298-206137837
FAM72A,1:206135557-206155151
RPL22P4,1:206180034-206180500
AVPR1B,1:206223943-206234395
RHEX,1:206238882-206288197
CTSE,1:206317473-206332104
SRGAP2,1:206516198-206637776
IKBKE,1:206643819-206670222
MIR6769B,1:206648146-206648207
RASSF5,1:206680864-206762780
RPL7AP20,1:206702226-206703099
EIF2D,1:206764974-206785818
DYRK3,1:206808881-206828503
MAPKAPK2,1:206858250-206907626
RPS14P1,1:206869127-206869647
IL10,1:206940947-206945839
IL19,1:206944118-207016326
IL20,1:207036910-207042568
IL24,1:207070788-207077484
FCMR,1:207076662-207095286
RPL13AP8,1:207080943-207082073
PIGR,1:207101867-207119811
FCAMR,1:207131312-207143805
TRP-TGG5-1,1:207178154-207178230
C1orf116,1:207191867-207206101
YOD1,1:207217194-207226461
PFKFB2,1:207226620-207254372
C4BPB,1:207262205-207273338
C4BPA,1:207277578-207318317
C4BPAP1,1:207338840-207357406
C4BPAP3,1:207368134-207368652
C4BPAP2,1:207399143-207402547
CD55,1:207495023-207534311
CR2,1:207627673-207663237
CR1,1:207669502-207815110
CD46P1,1:207818424-207830756
CR1L,1:207818478-207897048
CDCA4P3,1:207831795-207832484
RNA5SP534,1:207882143-207882426
LOC100422434,1:207883727-207886213
CD46,1:207925383-207968861
CDCA4P4,1:207935934-207937932
MIR29B2CHG,1:207974863-207996048
MIR29C,1:207975197-207975284
MIR29B2,1:207975788-207975868
LOC148696,1:207991724-207995941
CD34,1:208054317-208084470
LINC02767,1:208132336-208141487
PLXNA2,1:208195587-208417729
RPS26P13,1:208870628-208871065
LINC01717,1:208902033-208906529
LINC01774,1:209145799-209148652
LOC100652908,1:209346290-209346917
TFDP1P1,1:209405458-209407862
ATP5MC2P1,1:209440995-209441628
LINC01696,1:209498801-209501877
LINC01698,1:209545400-209553035
MIR205HG,1:209602165-209605894
MIR205,1:209605478-209605587
CAMK1G,1:209757059-209787284
LAMB3,1:209788215-209825770
MIR4260,1:209796789-209796855
HSD11B1-AS1,1:209834704-209915907
G0S2,1:209848757-209849735
HSD11B1,1:209859524-209908274
ADORA2BP1,1:209917695-209919021
TRAF3IP3,1:209929398-209955655
C1orf74,1:209952553-209957904
IRF6,1:209958962-209979487
UTP25,1:210001317-210030910
SYT14,1:210111562-210344734
SERTAD4-AS1,1:210404801-210407230
SERTAD4,1:210406141-210419976
ST13P19,1:210438782-210440667
RNASEH1P3,1:210477021-210478163
